tg_path,singer,duration_s,n_tiers,tier_names,n_word,n_phone,n_mix,n_falsetto,n_breathy,n_pharyngeal,n_vibrato,n_glissando,n_global
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0006.TextGrid,EN-Tenor-1,6.323,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0007.TextGrid,EN-Tenor-1,6.833,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,19,19.0,19.0,19.0,19.0,19.0,19.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0003.TextGrid,EN-Tenor-1,14.684,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,22,58,58.0,58.0,58.0,58.0,58.0,58.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0008.TextGrid,EN-Tenor-1,13.197,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,19,48,48.0,48.0,48.0,48.0,48.0,48.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0005.TextGrid,EN-Tenor-1,6.672,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,18,18.0,18.0,18.0,18.0,18.0,18.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,4.223,2,word|phone,15,35,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,4.354,2,word|phone,12,40,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,7.177,2,word|phone,17,59,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,3.493,2,word|phone,12,32,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,3.564,2,word|phone,11,31,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,4.342,2,word|phone,15,45,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,1.565,2,word|phone,5,16,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,4.938,2,word|phone,15,46,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,4.202,2,word|phone,12,41,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0002.TextGrid,EN-Tenor-1,7.763,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,35,35.0,35.0,35.0,35.0,35.0,35.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0000.TextGrid,EN-Tenor-1,6.311,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0001.TextGrid,EN-Tenor-1,10.844,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,56,56.0,56.0,56.0,56.0,56.0,56.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0004.TextGrid,EN-Tenor-1,6.371,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0006.TextGrid,EN-Tenor-1,10.512,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0007.TextGrid,EN-Tenor-1,8.751,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,43,43.0,43.0,43.0,43.0,43.0,43.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0003.TextGrid,EN-Tenor-1,6.993,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,15,15.0,15.0,15.0,15.0,15.0,15.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0008.TextGrid,EN-Tenor-1,15.283,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Control_Group/0005.TextGrid,EN-Tenor-1,10.191,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0002.TextGrid,EN-Tenor-1,8.703,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,35,35.0,35.0,35.0,35.0,35.0,35.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0000.TextGrid,EN-Tenor-1,6.562,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,39,39.0,39.0,39.0,39.0,39.0,39.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0001.TextGrid,EN-Tenor-1,11.213,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,57,57.0,57.0,57.0,57.0,57.0,57.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0004.TextGrid,EN-Tenor-1,6.421,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0006.TextGrid,EN-Tenor-1,11.593,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0007.TextGrid,EN-Tenor-1,9.433,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0003.TextGrid,EN-Tenor-1,6.062,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,17,17.0,17.0,17.0,17.0,17.0,17.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0008.TextGrid,EN-Tenor-1,13.603,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,17,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Enchanted/Breathy_Group/0005.TextGrid,EN-Tenor-1,10.442,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,42,42.0,42.0,42.0,42.0,42.0,42.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,5.996,2,word|phone,23,58,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,5.123,2,word|phone,22,54,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,3.114,2,word|phone,12,27,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,5.267,2,word|phone,19,52,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,8.027,2,word|phone,33,77,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0009.TextGrid,EN-Tenor-1,4.635,2,word|phone,16,49,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,4.492,2,word|phone,14,46,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,3.103,2,word|phone,9,22,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,2.892,2,word|phone,9,34,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,6.212,2,word|phone,24,61,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0002.TextGrid,EN-Tenor-1,7.523,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,25,60,60.0,60.0,60.0,60.0,60.0,60.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0000.TextGrid,EN-Tenor-1,7.492,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,54,54.0,54.0,54.0,54.0,54.0,54.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0001.TextGrid,EN-Tenor-1,6.753,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0004.TextGrid,EN-Tenor-1,12.425,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,50,50.0,50.0,50.0,50.0,50.0,50.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0006.TextGrid,EN-Tenor-1,15.193,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,28,73,73.0,73.0,73.0,73.0,73.0,73.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0009.TextGrid,EN-Tenor-1,10.722,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,17,50,50.0,50.0,50.0,50.0,50.0,50.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0007.TextGrid,EN-Tenor-1,7.292,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0003.TextGrid,EN-Tenor-1,7.463,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,22,22.0,22.0,22.0,22.0,22.0,22.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0008.TextGrid,EN-Tenor-1,6.351,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0005.TextGrid,EN-Tenor-1,13.153,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,24,62,62.0,62.0,62.0,62.0,62.0,62.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0002.TextGrid,EN-Tenor-1,8.991,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,24,59,59.0,59.0,59.0,59.0,59.0,59.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0000.TextGrid,EN-Tenor-1,8.391,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,51,51.0,51.0,51.0,51.0,51.0,51.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0001.TextGrid,EN-Tenor-1,8.253,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,26,26.0,26.0,26.0,26.0,26.0,26.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0004.TextGrid,EN-Tenor-1,13.204,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,51,51.0,51.0,51.0,51.0,51.0,51.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0006.TextGrid,EN-Tenor-1,13.289,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,30,74,74.0,74.0,74.0,74.0,74.0,74.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0009.TextGrid,EN-Tenor-1,11.373,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,51,51.0,51.0,51.0,51.0,51.0,51.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0007.TextGrid,EN-Tenor-1,6.949,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0003.TextGrid,EN-Tenor-1,8.092,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,21,21.0,21.0,21.0,21.0,21.0,21.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0008.TextGrid,EN-Tenor-1,6.583,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0005.TextGrid,EN-Tenor-1,10.373,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,23,61,61.0,61.0,61.0,61.0,61.0,61.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0011.TextGrid,EN-Tenor-1,11.018,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,44,44.0,44.0,44.0,44.0,44.0,44.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0002.TextGrid,EN-Tenor-1,8.228,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,31,31.0,31.0,31.0,31.0,31.0,31.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0000.TextGrid,EN-Tenor-1,9.333,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0001.TextGrid,EN-Tenor-1,7.28,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,15,15.0,15.0,15.0,15.0,15.0,15.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0004.TextGrid,EN-Tenor-1,9.545,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0006.TextGrid,EN-Tenor-1,6.44,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0009.TextGrid,EN-Tenor-1,13.252,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,17,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0007.TextGrid,EN-Tenor-1,12.032,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,19,59,59.0,59.0,59.0,59.0,59.0,59.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0003.TextGrid,EN-Tenor-1,6.254,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,33,33.0,33.0,33.0,33.0,33.0,33.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0008.TextGrid,EN-Tenor-1,8.821,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0010.TextGrid,EN-Tenor-1,6.684,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,25,25.0,25.0,25.0,25.0,25.0,25.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0005.TextGrid,EN-Tenor-1,5.824,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0011.TextGrid,EN-Tenor-1,5.925,2,word|phone,15,45,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,3.986,2,word|phone,12,33,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,4.973,2,word|phone,14,38,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,4.754,2,word|phone,13,18,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,5.572,2,word|phone,16,43,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,3.32,2,word|phone,13,31,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0009.TextGrid,EN-Tenor-1,4.895,2,word|phone,17,47,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,6.326,2,word|phone,18,59,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,3.143,2,word|phone,9,32,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,2.933,2,word|phone,12,25,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0010.TextGrid,EN-Tenor-1,2.624,2,word|phone,9,25,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,3.356,2,word|phone,11,31,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0011.TextGrid,EN-Tenor-1,11.212,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0002.TextGrid,EN-Tenor-1,8.162,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,32,32.0,32.0,32.0,32.0,32.0,32.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0000.TextGrid,EN-Tenor-1,9.424,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0001.TextGrid,EN-Tenor-1,6.778,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,14,14.0,14.0,14.0,14.0,14.0,14.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0004.TextGrid,EN-Tenor-1,8.847,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,40,40.0,40.0,40.0,40.0,40.0,40.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0006.TextGrid,EN-Tenor-1,5.793,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0009.TextGrid,EN-Tenor-1,13.392,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,17,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0007.TextGrid,EN-Tenor-1,14.3,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,59,59.0,59.0,59.0,59.0,59.0,59.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0003.TextGrid,EN-Tenor-1,6.562,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0008.TextGrid,EN-Tenor-1,8.572,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0010.TextGrid,EN-Tenor-1,6.782,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,23,23.0,23.0,23.0,23.0,23.0,23.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0005.TextGrid,EN-Tenor-1,5.535,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0011.TextGrid,EN-Tenor-1,11.423,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,44,44.0,44.0,44.0,44.0,44.0,44.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0002.TextGrid,EN-Tenor-1,8.592,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,32,32.0,32.0,32.0,32.0,32.0,32.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0000.TextGrid,EN-Tenor-1,9.235,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,37,37.0,37.0,37.0,37.0,37.0,37.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0001.TextGrid,EN-Tenor-1,6.62,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,14,14.0,14.0,14.0,14.0,14.0,14.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0004.TextGrid,EN-Tenor-1,9.823,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0006.TextGrid,EN-Tenor-1,6.21,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0009.TextGrid,EN-Tenor-1,12.171,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0007.TextGrid,EN-Tenor-1,11.932,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,58,58.0,58.0,58.0,58.0,58.0,58.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0003.TextGrid,EN-Tenor-1,6.362,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,33,33.0,33.0,33.0,33.0,33.0,33.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0008.TextGrid,EN-Tenor-1,9.132,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
