phoneme,dur_ms,f0_mean,f0_std,f0_range,singer_id,technique,has_mix,has_falsetto,has_breathy,has_pharyngeal,has_vibrato,has_glissando
AH0,139.9999999999997,224.0278136963712,3.1677887388041874,9.184602629267602,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
T,139.9999999999997,228.23640756281674,1.83675067429067,4.405124693459186,EN-Tenor-1,mixed_voice,0,1,0,0,1,0
AY1,320.0000000000003,233.67195113229184,3.236611103643646,12.402002758629948,EN-Tenor-1,mixed_voice,0,1,0,0,1,0
M,30.999999999999694,233.2822959837324,0.9715933060497014,2.379194610789881,EN-Tenor-1,mixed_voice,0,1,0,0,1,0
<AP>,650.0000000000003,238.4532668438288,8.308049789128884,21.036837210196637,EN-Tenor-1,mixed_voice,0,0,0,0,0,0
AH1,160.0,349.45939839628716,3.997783387926543,13.371828602251242,EN-Alto-1,breathy,1,0,1,0,0,0
T,40.00000000000001,343.3933464854018,5.175825226377853,13.341725834485032,EN-Alto-1,breathy,1,0,1,0,0,0
AE1,879.9999999999999,388.45543649141763,16.702446219215208,67.22182847640198,EN-Alto-1,breathy,0,1,1,0,0,1
N,120.00000000000011,402.8633303357974,1.6516742260574067,5.044000296845695,EN-Alto-1,breathy,0,1,1,0,0,0
Y,109.99999999999987,387.311118857673,14.214739253214525,47.782227021322115,EN-Alto-1,breathy,0,1,1,0,0,0
UW1,310.00000000000006,437.9154329943316,9.010149179353855,36.690578662502844,EN-Alto-1,breathy,0,1,1,0,0,0
B,30.00000000000003,476.2992500672662,7.2914028489343075,17.171035901281527,EN-Alto-1,breathy,0,1,1,0,0,0
R,60.00000000000006,473.76649871142286,2.5338622702375155,6.909131065051383,EN-Alto-1,breathy,0,1,1,0,0,0
EY1,319.99999999999983,480.99820296059494,4.607871331078964,14.27272915214661,EN-Alto-1,breathy,0,1,1,0,0,1
V,140.0000000000001,481.58757082312775,19.33652519976376,73.16776535975362,EN-Alto-1,breathy,0,1,1,0,0,0
W,60.00000000000006,378.05203147653714,1.640022324303581,4.091461512455339,EN-Alto-1,breathy,0,1,1,0,0,0
AH1,49.99999999999982,381.45969380436253,0.5331202020937235,1.4539757624031608,EN-Alto-1,breathy,0,1,1,0,0,0
T,180.00000000000017,378.8245413786107,2.563315765038688,7.101581403290766,EN-Alto-1,breathy,0,1,1,0,0,0
Y,69.99999999999984,416.1575330432621,2.427292374768034,6.825682178283273,EN-Alto-1,breathy,0,1,1,0,0,0
UW1,161.00000000000003,402.8773412141959,11.993827012822274,36.64359842494059,EN-Alto-1,breathy,0,1,1,0,0,0
M,40.000000000000036,367.0153555519148,4.04838930999745,10.463100454360472,EN-Alto-1,breathy,0,1,1,0,0,0
OW1,430.00000000000017,358.752036743024,1.609261370215093,5.95463306696297,EN-Alto-1,breathy,0,1,1,0,0,0
S,109.99999999999987,350.84051188512956,4.83021240483732,13.485773719951794,EN-Alto-1,breathy,0,1,1,0,0,0
IH1,1300.0000000000002,311.119932476581,26.764991142044757,90.42713370087665,EN-Alto-1,breathy,0,1,1,0,0,1
R,89.99999999999986,295.69500133808236,5.384705529925243,15.802254190975532,EN-Alto-1,breathy,0,1,1,0,0,0
AE1,219.99999999999974,297.06998299023934,10.537425105778384,27.72382612919523,EN-Alto-1,breathy,1,0,1,0,0,0
N,150.9999999999998,307.3593196928283,2.5902399296073177,8.730564913477963,EN-Alto-1,breathy,1,0,1,0,0,0
Y,139.9999999999997,298.2734648659156,0.8401825916110787,3.6892222215028028,EN-Alto-1,breathy,1,0,1,0,0,0
UW1,129.9999999999999,287.5883574436166,7.572605318547287,23.859604871975193,EN-Alto-1,breathy,1,0,1,0,0,0
EY1,1290.0,258.2437413014611,3.9865387556355847,23.231315825734498,EN-Alto-1,breathy,1,0,1,0,0,0
S,120.00000000000011,261.6225410242831,2.045557503664625,5.509231552451183,EN-Alto-1,breathy,1,0,1,0,0,0
AY1,160.0,231.4054444299458,4.282224846020607,11.728334133579835,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
W,100.0,219.21846665472884,5.905309270504719,17.536521708123644,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AO1,155.99999999999997,225.05250933455375,2.3540170151437763,8.763962136673541,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
N,184.0,227.06823897893526,1.6872391530006077,5.610944579266317,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
T,58.00000000000005,223.4557833882882,7.607788860575831,22.030445186898845,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
T,163.99999999999991,263.68712963899685,31.705608041485853,79.73187649487221,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AH0,390.0,269.8999789338991,3.2275012222952486,13.352504460364628,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
Y,175.99999999999994,301.00958958681326,10.401570330405233,33.70896204620101,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
UW1,173.00000000000006,335.7648223585574,10.46592453484256,34.66804656481247,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
T,89.99999999999986,291.2015953795799,32.40334445282717,70.41241603341979,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
EY1,1660.0000000000002,300.0344743590958,10.739558368956732,46.591641613689944,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
<AP>,690.0,313.50379405304744,1.7430122936346542,4.232680899209697,EN-Tenor-1,mixed_voice,0,0,0,0,0,0
AY1,200.99999999999963,269.2388191250427,3.4999603376675528,11.444048932874864,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
W,110.00000000000031,278.91032385407175,12.74226309440057,37.62355157705258,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AA1,147.9999999999997,309.9778757174742,4.058756379211023,15.333440401828057,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
N,83.00000000000018,334.5574965678379,4.495194967783608,13.076779848385229,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
T,76.99999999999996,335.93747613146405,0.5925741393865749,2.085885541340531,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
Y,121.99999999999989,313.07200483641,15.471796026093413,40.41080985515191,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
UW1,390.00000000000057,293.2206459064733,21.199922470085514,61.572335976069894,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
T,59.99999999999961,261.5097872365952,2.05620850591706,5.072275546418837,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
UW1,240.00000000000023,267.8114379540223,3.5822266499768873,13.833447880120161,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
T,160.00000000000014,239.41903882708084,10.309498781293634,22.2463988429721,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
EY1,339.9999999999999,242.14844113872726,11.365599206317382,31.920344177061082,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
IY1,589.9999999999999,231.3610703984514,14.408808603828373,64.76371636680304,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
V,150.00000000000034,195.8401796115198,2.1100623381769177,6.402771620507281,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
IH0,70.00000000000028,200.37066956615556,1.4702147999004984,4.3840351157728605,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
N,90.9999999999993,196.64950503049988,0.878067048687967,2.4379780906634494,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
DH,108.99999999999999,192.84731709871832,5.614725945305884,15.27700796311774,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
OW1,411.00000000000045,287.44712653568376,17.82653285287845,66.62643246756932,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
Y,129.9999999999999,253.9425321985554,16.782338614292296,40.548006960666385,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
UW1,570.0000000000002,260.4937645352302,4.203354453664148,18.1521681498256,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
D,60.0000000000005,194.73581882690476,17.49055954033832,38.15331117467596,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
OW1,99.99999999999964,227.05165601651962,1.9572556874981086,5.627307652131748,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
N,89.99999999999986,224.07772579012553,2.116504330241768,6.605682266779127,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
W,70.00000000000028,244.14531766830189,10.233935156839582,29.410592775914296,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AO1,330.00000000000006,289.4907700239135,14.333113170799155,42.25454244472036,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
N,29.99999999999936,275.9126102619213,6.346733549254605,15.544666979499198,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
T,39.99999999999915,248.7157639800886,9.781636545138438,22.637022355620104,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
M,60.0000000000005,249.91303795780814,9.499271406723086,24.367845059413412,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
IY1,290.0000000000009,260.6740542314107,3.75971499302848,13.12295216754336,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AY1,81.0,254.0769185017343,1.0283122128576467,3.036947403257898,EN-Alto-2,vibrato,1,0,0,0,0,0
L,49.0,253.9146026317368,0.9968642274363904,2.3768526820167324,EN-Alto-2,vibrato,1,0,0,0,0,0
G,190.0,221.716883885364,28.348439992048327,118.31634926594506,EN-Alto-2,vibrato,1,0,0,0,0,0
IH1,170.99999999999997,333.9054443919139,5.2963151512597415,22.165259515368064,EN-Alto-2,vibrato,1,0,0,0,0,0
M,140.0,254.57812427829455,16.21067109511189,49.667002890295834,EN-Alto-2,vibrato,1,0,0,0,0,0
AY1,1124.0,244.477364679066,13.481724100298262,39.782805058024394,EN-Alto-2,vibrato,1,0,0,0,0,0
AO1,688.9999999999999,236.1648810549229,1.6717388897551217,6.821546947662938,EN-Alto-2,vibrato,1,0,0,0,1,0
L,100.00000000000009,235.2059270218755,5.761630348590148,18.112992483920465,EN-Alto-2,vibrato,1,0,0,0,1,0
T,200.00000000000017,200.26082457442106,1.5210520180033127,3.6474014915992257,EN-Alto-2,vibrato,1,0,0,0,0,0
UW1,40.99999999999993,199.7914396610447,0.8711251288210465,2.238368899625641,EN-Alto-2,vibrato,1,0,0,0,0,0
Y,239.99999999999977,213.46028874877712,14.170786636951739,38.89499811648284,EN-Alto-2,vibrato,1,0,0,0,0,0
UW1,459.99999999999994,267.6328633722021,21.659611770787077,85.19092649163758,EN-Alto-2,vibrato,1,0,0,0,0,0
UH1,110.99999999999977,242.87408067083558,2.4580017194818846,7.28786799429443,EN-Alto-2,vibrato,1,0,0,0,0,0
R,78.99999999999974,251.04043246672143,3.8955851338169425,11.505837505158638,EN-Alto-2,vibrato,1,0,0,0,0,0
M,150.00000000000034,223.63016157041264,13.454159143359563,41.85535785335318,EN-Alto-2,vibrato,1,0,0,0,1,0
AY1,793.0000000000001,249.55171194625515,13.899118497984016,38.788531578394355,EN-Alto-2,vibrato,1,0,0,0,1,1
EH1,209.99999999999997,230.51356851579163,2.3994014900451224,7.840924162671598,EN-Alto-2,vibrato,1,0,0,0,0,0
N,129.9999999999999,234.79308987788806,1.393251242507738,4.707953044220659,EN-Alto-2,vibrato,1,0,0,0,0,0
AE1,230.00000000000043,229.61829387647123,1.939087420150328,7.041909144250951,EN-Alto-2,vibrato,1,0,0,0,0,0
N,40.000000000000036,228.77736085256973,1.1730657224674388,3.180633824814038,EN-Alto-2,vibrato,1,0,0,0,0,0
D,219.99999999999974,231.1590814189861,4.077858421143283,11.635835939289734,EN-Alto-2,vibrato,1,0,0,0,0,0
M,40.000000000000036,231.2861145908785,4.379362822827753,11.375022602180593,EN-Alto-2,vibrato,1,0,0,0,1,0
AY1,400.00000000000034,231.63964332248423,4.002571022304304,19.217688443968967,EN-Alto-2,vibrato,1,0,0,0,1,0
B,80.00000000000007,191.17677953419138,12.095462583778652,39.26337251016122,EN-Alto-2,vibrato,1,0,0,0,0,0
IH0,59.99999999999961,205.24235103646444,2.145240902397599,5.979984883832856,EN-Alto-2,vibrato,1,0,0,0,0,0
G,150.00000000000034,219.77678282803478,16.94050565316487,37.4806958575052,EN-Alto-2,vibrato,1,0,0,0,0,0
IH1,209.99999999999997,236.07845340952903,3.0807257469321647,14.919258123565953,EN-Alto-2,vibrato,1,0,0,0,0,0
N,59.99999999999961,203.64823781739923,10.794095775845234,30.06188543250454,EN-Alto-2,vibrato,1,0,0,0,0,1
IH0,200.00000000000017,174.13752905102436,8.719905547802458,27.691710461997047,EN-Alto-2,vibrato,1,0,0,0,0,0
NG,80.00000000000007,166.10153209547076,1.696608603934077,5.092542146729414,EN-Alto-2,vibrato,1,0,0,0,0,0
IY1,229.99999999999955,259.01152340394924,6.144854851336638,31.033174449386678,EN-Alto-2,vibrato,1,0,0,0,1,0
V,80.00000000000007,228.1406028760225,16.246808153168125,40.968380075539955,EN-Alto-2,vibrato,1,0,0,0,1,0
IH0,540.0000000000009,247.97501596445085,11.216659692153442,36.91742790101537,EN-Alto-2,vibrato,1,0,0,0,1,1
N,121.99999999999989,230.40343593886033,1.2757103550801645,4.869174871849339,EN-Alto-2,vibrato,1,0,0,0,1,0
W,109.99999999999943,230.0924918499305,1.8483074373325907,4.952286868304498,EN-Alto-2,vibrato,1,0,0,0,0,0
EH1,339.9999999999999,232.71459136966095,0.8207664224210869,3.326886215755195,EN-Alto-2,vibrato,1,0,0,0,0,0
N,120.000000000001,232.16770181102697,2.671379455711147,8.660778003078349,EN-Alto-2,vibrato,1,0,0,0,0,0
AY1,369.9999999999992,234.34775618842292,1.0726885692011143,4.4056916753461906,EN-Alto-2,vibrato,1,0,0,0,0,0
L,140.00000000000057,230.3324488216052,3.4917261026908966,10.110502777988728,EN-Alto-2,vibrato,1,0,0,0,1,0
UW1,339.9999999999999,237.40663470546423,3.346425541213468,15.411195109946703,EN-Alto-2,vibrato,1,0,0,0,1,0
Z,99.99999999999964,191.8274220328297,6.072610859412271,16.87048046600023,EN-Alto-2,vibrato,1,0,0,0,1,0
AY1,80.00000000000007,204.03130569971606,0.6698994384681037,2.2362558220976894,EN-Alto-2,vibrato,1,0,0,0,0,0
M,119.99999999999922,207.593851919013,1.3162513035111618,3.9990997682842817,EN-Alto-2,vibrato,1,0,0,0,0,0
W,80.00000000000007,217.05363054636615,10.183560557867594,27.92456820359564,EN-Alto-2,vibrato,1,0,0,0,0,0
IH1,179.99999999999972,233.3975309376691,2.1567312926102327,9.474535653595979,EN-Alto-2,vibrato,1,0,0,0,0,0
N,50.00000000000071,216.78953927437001,3.06803229877815,7.942984858155825,EN-Alto-2,vibrato,1,0,0,0,0,0
IH0,179.99999999999972,180.08822627109728,20.2608984588257,59.36509349386216,EN-Alto-2,vibrato,1,0,0,0,0,0
NG,80.00000000000007,166.35632996565755,1.4863715792825143,4.07316490178016,EN-Alto-2,vibrato,1,0,0,0,0,0
DH,100.0,209.31079017621542,5.27231861124319,16.521762541114185,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
EH1,230.0,218.70304047639667,4.539708071603815,14.738508092638426,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
R,80.99999999999996,205.62359854665573,10.980088566012201,32.30692399548019,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
IH0,289.0,173.72086069365338,4.930349233677477,16.745379445141282,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
Z,130.0,169.71006648408743,2.571782826848482,6.2977044808054075,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
N,70.00000000000006,224.14889812084402,4.922888017134846,13.95826748212292,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
OW1,140.0,228.04281774134876,2.7912729111616015,11.202537847573439,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
F,129.9999999999999,196.59924431248814,2.23083855829891,7.032821750705921,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
IH1,768.0,286.40783493430706,10.8537669036915,38.50985930743292,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
R,171.99999999999994,281.15808415597576,3.797492710604689,13.778987471113169,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
N,141.99999999999991,259.32251565188517,9.190605543309681,22.46130535694408,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AW1,1535.0000000000002,275.7103370457685,10.264365932135835,32.627111381261614,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
L,40.000000000000036,222.28939099320837,1.375360163665348,3.3205798220257066,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
EH1,239.99999999999932,226.02847860295978,1.8806316068414124,6.735055670593965,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
T,60.0000000000005,194.19129246281273,5.110041889649083,12.382139464997294,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
OW1,290.00000000000006,173.79706246558834,4.4266362419302565,12.242228850219789,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AH0,189.9999999999995,204.26337384248373,16.259516582522462,44.79704867687124,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
N,170.00000000000082,213.70964520120933,4.4975619617028135,15.83400452825714,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
D,29.99999999999936,200.09512874259903,0.9878462806864134,2.374814629698676,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AH1,910.0000000000001,285.97246896976867,12.111513576846454,52.6221095808049,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
T,110.00000000000031,346.46017558734127,11.783103969640381,30.37591441766091,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
IY0,980.9999999999999,259.90382666926655,24.69940098152817,79.96480364177629,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
F,120.00000000000011,193.64823036900316,2.2678101274247338,5.774623654078255,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
R,100.00000000000054,221.49898413048209,1.4609434463801207,4.87330672022523,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
IY1,1109.9999999999995,223.8878926587897,3.2555724265022916,13.517034873359762,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AY1,320.9999999999997,220.76356359862473,3.8977338958645524,19.2679062887062,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
W,99.0000000000002,178.58368036727308,15.145665809341807,39.151277337528256,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AH0,330.00000000000006,164.74082001755662,4.101306044120793,12.638227122515218,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
L,40.000000000000924,170.62804954711106,1.779315291957706,4.431406677432847,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
L,89.99999999999986,197.32508297321132,12.768357696859042,37.54579725634048,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AH1,209.9999999999991,216.1638432200623,2.7339455823069723,12.735305114924785,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
V,92.99999999999997,192.09082233159756,7.286855721451021,22.614778277140886,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
Y,67.00000000000017,217.99417617374314,2.53051891897483,7.716308359257937,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
UW1,1046.0000000000011,242.8058239764317,12.66767847051851,40.116211553800696,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
<AP>,675.9999999999984,251.01445476725834,1.0621973480847435,2.8592601779708673,EN-Tenor-1,mixed_voice,0,0,0,0,0,0
OW1,169.99999999999997,226.29773101963184,4.599186196513697,12.481620940932032,EN-Alto-1,glissando,1,0,0,0,0,0
M,60.00000000000003,230.08837279125058,0.48171417404537703,1.1909970569812174,EN-Alto-1,glissando,1,0,0,0,0,0
AE1,209.99999999999997,229.07619968665725,2.059241403148561,5.891877369484689,EN-Alto-1,glissando,1,0,0,0,0,0
T,50.00000000000004,228.28524525460466,1.7432939422164184,4.404857370212369,EN-Alto-1,glissando,1,0,0,0,0,0
ER0,130.0,229.42513735606386,0.6673158543216599,2.41755167546566,EN-Alto-1,glissando,1,0,0,0,0,0
IH1,169.99999999999994,231.3706946873226,4.584163200430368,13.311261855618199,EN-Alto-1,glissando,1,0,0,0,0,0
F,140.0,233.47354908232694,1.8069815729841467,5.891659342159187,EN-Alto-1,glissando,1,0,0,0,0,0
Y,40.000000000000036,240.93830629069453,0.8092872565027742,2.05187827068076,EN-Alto-1,glissando,1,0,0,0,0,0
UH1,30.00000000000003,236.76758633375096,1.6933402127166097,4.1470062421329885,EN-Alto-1,glissando,1,0,0,0,0,0
R,50.00000000000004,228.6654499251274,2.8478432815940855,7.513054722899568,EN-Alto-1,glissando,1,0,0,0,0,0
F,149.99999999999991,229.69505688544183,2.2829306545585952,6.559997760357476,EN-Alto-1,glissando,1,0,0,0,0,0
AE1,310.00000000000006,282.4161730903172,10.889911753887247,31.09096123233377,EN-Alto-1,glissando,1,0,0,0,0,1
S,119.99999999999989,290.14047344774644,1.9922901140547973,5.570700741683709,EN-Alto-1,glissando,1,0,0,0,0,0
N,60.00000000000006,291.36850738462505,2.5159304674656227,7.086342973172066,EN-Alto-1,glissando,1,0,0,0,0,0
OW1,339.9999999999999,290.83013613528726,2.9149685820923805,10.895417001176838,EN-Alto-1,glissando,1,0,0,0,0,0
M,149.99999999999991,288.4981791865823,2.235463451838921,7.799239003769856,EN-Alto-1,glissando,1,0,0,0,0,0
AE1,250.0,307.5996123602432,2.8754242912546544,10.160463185486833,EN-Alto-1,glissando,1,0,0,0,0,0
T,30.00000000000025,301.0080601357117,0.8572673766837471,2.090907786277455,EN-Alto-1,glissando,1,0,0,0,0,0
ER0,160.00000000000014,289.33053151578144,3.6734855829947857,13.988495537767847,EN-Alto-1,glissando,1,0,0,0,0,0
IH1,229.99999999999997,264.9042772963732,10.044817278499538,38.45871959221344,EN-Alto-1,glissando,1,0,0,0,0,0
F,109.99999999999987,245.39681628285766,2.5023110155237,6.9640418066411485,EN-Alto-1,glissando,1,0,0,0,0,0
UH1,40.000000000000036,242.65558707759703,0.20303896756155002,0.5574010625305448,EN-Alto-1,glissando,1,0,0,0,0,0
R,130.00000000000034,239.0556694034434,2.8616822535884445,10.39818073118414,EN-Alto-1,glissando,1,0,0,0,0,0
L,30.00000000000025,257.82589442676226,1.3474968649734607,3.0337270661765388,EN-Alto-1,glissando,1,0,0,0,0,0
OW1,408.99999999999983,258.6028822593033,4.036521571556609,20.17285297358734,EN-Alto-1,glissando,1,0,0,0,0,0
OW1,482.99999999999966,255.89312162005288,8.089077481595861,25.067243999379286,EN-Alto-1,glissando,1,0,0,0,0,0
OW1,858.0000000000006,260.61887264066837,4.882526715156748,21.033716344085803,EN-Alto-1,glissando,1,0,0,0,0,0
<SP>,3010.0000000000005,77.54289456921657,79.60601917603168,226.76136965336454,EN-Alto-1,glissando,0,0,0,0,0,0
DH,49.999999999998934,224.1579648388243,0.31907890322398136,0.6945274814045206,EN-Alto-1,glissando,1,0,0,0,0,0
IY0,220.00000000000063,228.20766151817116,3.408954017751141,10.281850221984428,EN-Alto-1,glissando,1,0,0,0,0,0
AY1,349.99999999999966,229.3769475280496,0.8554817824038793,2.962483316800899,EN-Alto-1,glissando,1,0,0,0,0,0
AH0,259.9999999999998,230.89744279143315,2.1808631496568984,9.274973121296284,EN-Alto-1,glissando,1,0,0,0,0,0
V,109.99999999999943,229.51754369755722,3.013571699101802,9.111085824879439,EN-Alto-1,glissando,1,0,0,0,0,0
AH0,80.00000000000007,237.20413110017105,2.627279437761875,7.425089296080927,EN-Alto-1,glissando,1,0,0,0,0,0
S,119.99999999999922,234.7877974421965,1.536388940047793,4.4381062179437265,EN-Alto-1,glissando,1,0,0,0,0,0
AO1,470.0000000000006,287.3866516505038,12.0389278863184,32.843710285734915,EN-Alto-1,glissando,1,0,0,0,0,1
R,29.99999999999936,296.0737935277294,0.2056949619317945,0.48695344344855584,EN-Alto-1,glissando,1,0,0,0,0,0
M,29.99999999999936,295.76735222058574,0.13918853354394614,0.2972752084840522,EN-Alto-1,glissando,1,0,0,0,0,0
AO1,30.000000000001137,295.1644574013467,0.06920267507280616,0.16945386578186117,EN-Alto-1,glissando,1,0,0,0,0,0
R,89.99999999999986,293.07055380033955,2.3456600127577416,7.30553572245924,EN-Alto-1,glissando,1,0,0,0,0,0
DH,70.00000000000028,280.4464151427624,11.0425289975563,29.119798447532844,EN-Alto-1,glissando,1,0,0,0,0,0
AH0,149.99999999999858,294.4915836820042,4.263108932830376,12.508111928901144,EN-Alto-1,glissando,1,0,0,0,0,0
K,110.00000000000121,299.1177856829639,4.9282397637946005,12.11544628873014,EN-Alto-1,glissando,1,0,0,0,0,0
R,89.99999999999986,314.67176833809447,15.032849647833485,40.04776532258035,EN-Alto-1,glissando,1,0,0,0,0,0
AY1,390.00000000000057,337.8727363712131,8.26983114548689,24.540288179121546,EN-Alto-1,glissando,1,0,0,0,0,1
IH0,189.9999999999995,339.45801276666697,1.2686246912778718,4.961057159354482,EN-Alto-1,glissando,1,0,0,0,0,0
N,80.00000000000007,334.22267775792375,1.2752654577857019,3.7865309898151054,EN-Alto-1,glissando,1,0,0,0,0,0
DH,49.999999999998934,340.2951456468792,1.9575046438939325,5.009796329706205,EN-Alto-1,glissando,1,0,0,0,0,0
AH0,80.00000000000007,338.8847863665589,1.4227870559223015,4.213373205149082,EN-Alto-1,glissando,1,0,0,0,0,0
M,140.00000000000057,340.8676151991096,4.994877608233403,18.678873109342703,EN-Alto-1,glissando,1,0,0,0,0,0
AO1,109.99999999999943,365.3032758676031,2.342379380959627,7.985004503713924,EN-Alto-1,glissando,1,0,0,0,0,0
R,30.000000000001137,374.1349497566346,2.228860316997481,5.399626617304477,EN-Alto-1,glissando,1,0,0,0,0,0
N,29.99999999999936,385.82078343767677,3.4033998907791223,8.33521909458051,EN-Alto-1,glissando,1,0,0,0,0,0
OW1,535.9999999999995,544.8840104691169,186.0448107021937,434.5846690330075,EN-Alto-1,glissando,1,0,0,0,0,0
OW1,1504.0000000000014,394.0474868816289,11.254846860506909,73.73228105191339,EN-Alto-1,glissando,1,0,0,0,0,1
<SP>,2609.9999999999977,338.923001690795,76.23670266983308,238.51730960465832,EN-Alto-1,glissando,0,0,0,0,0,0
AE1,180.0,295.5994912112111,22.27399135594808,66.33559109828275,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
HH,120.0,290.54491646735033,7.022019643833622,19.784164919591774,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
AW1,330.0,314.3969183919092,3.021280221630867,12.645502237364894,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
W,30.00000000000003,321.04197277704753,0.49453109066612866,1.2113335510917977,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
IY1,89.99999999999997,320.47149262189157,1.284755633806328,4.147415730515036,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
L,80.00000000000007,304.1603484840713,10.816311202453583,30.580951453269336,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
EY1,468.0,315.8747622262941,2.561507222459992,10.406332729486962,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
IH0,75.99999999999984,334.6697083374796,7.141759439916239,23.169003633761804,EN-Tenor-1,mixed_voice,0,1,1,0,0,0
T,409.00000000000006,396.6550711483889,26.9110330948899,85.44867504823344,EN-Tenor-1,mixed_voice,0,1,1,0,0,0
AH0,189.99999999999994,370.51452691746357,5.9509030114071635,23.320335907010815,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
N,100.00000000000009,397.32270785045495,14.259913974964217,40.0752297891849,EN-Tenor-1,mixed_voice,0,1,0,0,0,1
D,30.999999999999694,417.62675177515354,1.9142326834908487,4.824674790195729,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
DH,70.00000000000028,405.8950107158011,3.0327350100202937,8.795550473816547,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
EH1,159.9999999999997,380.6306780217618,23.794012004703117,59.38496016784683,EN-Tenor-1,mixed_voice,0,1,0,0,0,0
