clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis
EN-Alto-2__glissando__speech__0002,EN-Alto-2,glissando,speech,in these waters <SP> but <SP> i can't bring myself to swim <SP> when i am drowning <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__glissando__speech__0001,EN-Alto-2,glissando,speech,that i've been washing my hands <SP> in forever <SP> i know there is hope <SP>,ot do you need more either something else you are searching for
EN-Alto-2__glissando__speech__0000,EN-Alto-2,glissando,speech,<SP> there ain't no gold <SP> in this river <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__glissando__speech__0003,EN-Alto-2,glissando,speech,in this silence <SP> baby <SP> let me in <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__glissando__speech__0010,EN-Alto-2,glissando,speech,i beg i'll remember you said,when the sun goes down in the bear on play i always
EN-Alto-2__glissando__speech__0002,EN-Alto-2,glissando,speech,are married now i heard <SP> that your dreams came true <SP>,unfalling in all the good harms i found myself loning for tange
EN-Alto-2__glissando__speech__0011,EN-Alto-2,glissando,speech,sometimes <SP> it lasts in love but sometimes it <SP> hurts instead,remember us this way way
EN-Alto-2__glissando__speech__0007,EN-Alto-2,glissando,speech,and that <SP> you'd <SP> be reminded <SP> that for <SP> me <SP> it isn't over <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Alto-2__glissando__speech__0005,EN-Alto-2,glissando,speech,like <SP> you to hold back <SP> or hide <SP> from the light <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__glissando__speech__0004,EN-Alto-2,glissando,speech,old friend why are <SP> you so shy ain't,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__glissando__speech__0012,EN-Alto-2,glissando,speech,sometimes it lasts in love <SP> but sometimes it hurts <SP> instead <SP>,when you look at me and the howar face
EN-Alto-2__glissando__speech__0008,EN-Alto-2,glissando,speech,<SP> never mind <SP> i'll find someone like you,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__glissando__speech__0009,EN-Alto-2,glissando,speech,i <SP> wish nothing but the <SP> best for you <SP> too <SP> don't forget <SP> me,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-2__glissando__speech__0001,EN-Alto-2,glissando,speech,settled down that you found a girl <SP> and you,ot do you need more either something else you are searching for
EN-Alto-2__glissando__speech__0000,EN-Alto-2,glissando,speech,<SP> i <SP> heard <SP> that you <SP> are,tell me something gir are you happy in this modern world
EN-Alto-2__glissando__speech__0003,EN-Alto-2,glissando,speech,guess she gave you <SP> things i <SP> didn't give to you <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__glissando__speech__0006,EN-Alto-2,glissando,speech,i hate to turn up out of the <SP> blue uninvited <SP> but <SP> i couldn't stay <SP> away i couldn't fight it <SP> i had hoped you'd see my face,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__glissando__speech__0002,EN-Alto-2,glissando,speech,is everything we were <SP> don't make us who we are <SP> so i'll dream <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__glissando__speech__0005,EN-Alto-2,glissando,speech,we will glow in the dark <SP> turning dust to gold <SP> and we'll dream it <SP> possible <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__glissando__speech__0004,EN-Alto-2,glissando,speech,<SP> when your dreams come alive <SP> you're unstoppable <SP> take a shot <SP> chase the sun <SP> find the beautiful <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__glissando__speech__0001,EN-Alto-2,glissando,speech,jumping out of my skin <SP> pull the chord <SP> yeah i believe it <SP> the past <SP>,ot do you need more either something else you are searching for
EN-Alto-2__glissando__speech__0000,EN-Alto-2,glissando,speech,<SP> i will run <SP> i will climb <SP> i will soar <SP> i'm undefeated <SP>,tell me something girl are you happy in this modern world
EN-Alto-2__glissando__speech__0003,EN-Alto-2,glissando,speech,until i make it real <SP> and all i see is stars <SP> it's not until you fall that you fly <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__glissando__speech__0002,EN-Alto-2,glissando,speech,somebody to know <SP> somebody to have <SP> somebody to hold <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__glissando__speech__0005,EN-Alto-2,glissando,speech,i let my guard down <SP> and then you pulled the rug <SP> i was getting kinda used to being someone you loved <SP>,and the hear keeping ne so hock oer i'm falling
EN-Alto-2__glissando__speech__0004,EN-Alto-2,glissando,speech,<SP> now the day bleeds <SP> into nightfall <SP> and you're not here <SP> to get me through it all <SP>,un to tire to tryin a feel tho wod or doin me more
EN-Alto-2__glissando__speech__0001,EN-Alto-2,glissando,speech,this all or nothing <SP> really got a way of driving me crazy <SP> i need somebody to heal <SP>,or do you need more either something else you are searching for
EN-Alto-2__glissando__speech__0000,EN-Alto-2,glissando,speech,<SP> i'm going under <SP> and this time <SP> i fear there's no one to save me <SP>,tell me something girl are you happy in this modern world
EN-Alto-2__glissando__speech__0003,EN-Alto-2,glissando,speech,it's easy to say <SP> but <SP> it's never the same <SP> i guess <SP> i kinda liked the way you numbed all the pain <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__glissando__speech__0002,EN-Alto-2,glissando,speech,then <SP> i am still <SP> and wait here in the silence <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__glissando__speech__0007,EN-Alto-2,glissando,speech,you raise me up <SP> to more than i can be <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__glissando__speech__0005,EN-Alto-2,glissando,speech,you raise me up <SP> to walk on stormy seas <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__glissando__speech__0004,EN-Alto-2,glissando,speech,<SP> you raise me up <SP> so i can stand on mountains <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__glissando__speech__0001,EN-Alto-2,glissando,speech,when troubles come <SP> and my heart <SP> burdened be <SP>,ot do you need more either something else you are searching for
EN-Alto-2__glissando__speech__0000,EN-Alto-2,glissando,speech,<SP> when i am down <SP> and oh my soul so weary <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__glissando__speech__0003,EN-Alto-2,glissando,speech,until you come <SP> and sit a while with me <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__glissando__speech__0006,EN-Alto-2,glissando,speech,i am strong <SP> when i am on your shoulders <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__glissando__speech__0002,EN-Alto-2,glissando,speech,i wonder why <SP> i wonder where they are <SP> the days we had <SP> the songs we sang together <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__glissando__speech__0005,EN-Alto-2,glissando,speech,where the skies are blue to see you once again <SP> my love <SP> overseas from coast to coast <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__glissando__speech__0004,EN-Alto-2,glissando,speech,<SP> so i say a little prayer <SP> and hope my dreams <SP> will take me there <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__glissando__speech__0001,EN-Alto-2,glissando,speech,i'm all alone <SP> the rooms are getting smaller <SP> i wonder how <SP>,ot do you need more either something else you are searching for
EN-Alto-2__glissando__speech__0000,EN-Alto-2,glissando,speech,<SP> an empty street <SP> an empty house <SP> a hole inside my heart <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__glissando__speech__0003,EN-Alto-2,glissando,speech,oh yeah <SP> and oh my love <SP> i'm holding on forever <SP> reaching for a love <SP> that seems so far <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__glissando__speech__0006,EN-Alto-2,glissando,speech,to find a place <SP> i love the most <SP> where the fields <SP> are green <SP> to see you once again <SP> my love <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-1__pharyngeal__speech__0010,EN-Alto-1,pharyngeal,speech,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run <SP> you'll be the prince,when the sun goes down in the bear on play i always
EN-Alto-1__pharyngeal__speech__0017,EN-Alto-1,pharyngeal,speech,for you but you never come <SP> is this in my head i don't know what to think he knelt to the ground and pulled out a ring and said,for you but you never come is this in my head i don't know what to think he knelt to the ground and pulled out the rein and said
EN-Alto-1__pharyngeal__speech__0002,EN-Alto-1,pharyngeal,speech,see you make your way through the crowd and say hello <SP> little did i know,im falling in all the good harms i found myself loning fortange
EN-Alto-1__pharyngeal__speech__0014,EN-Alto-1,pharyngeal,speech,<SP> i got tired of waiting wondering if you were ever coming around,in the sallow we're far from the sallow nap
EN-Alto-1__pharyngeal__speech__0018,EN-Alto-1,pharyngeal,speech,marry me juliet you'll never have to be alone <SP> i love you and that's all i really know i talked to your dad go pick out a white dress <SP> it's a love story baby just say yes,marry me julia your never have to be alone i love you and that's all i really know i talk to your dad go pick out a white dress it's a love story baby just say yes
EN-Alto-1__pharyngeal__speech__0011,EN-Alto-1,pharyngeal,speech,and i'll be the princess <SP> it's a love story baby just say yes <SP>,remember us this way way
EN-Alto-1__pharyngeal__speech__0007,EN-Alto-1,pharyngeal,speech,<SP> so i sneak out to the garden to see you we keep quiet cause we're dead if they knew so close your eyes,don't yo let it go i'm wonder strack dancin round e all alone
EN-Alto-1__pharyngeal__speech__0005,EN-Alto-1,pharyngeal,speech,and i said <SP> romeo take me somewhere we can be alone i'll be,and harkeeping me so hark o'er i'm falling
EN-Alto-1__pharyngeal__speech__0004,EN-Alto-1,pharyngeal,speech,and i was crying on the staircase begging you please don't go <SP>,unto tired o tryin a fiel tho wod or doin ne more
EN-Alto-1__pharyngeal__speech__0012,EN-Alto-1,pharyngeal,speech,romeo save me they're trying to tell me how to feel <SP> this love is difficult but it's real <SP> don't be afraid we'll,when you look at me and the howar face
EN-Alto-1__pharyngeal__speech__0008,EN-Alto-1,pharyngeal,speech,escape this town for a little while oh <SP> oh cause you were romeo i was a scarlet letter <SP> and my daddy said stay away from juliet <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-1__pharyngeal__speech__0009,EN-Alto-1,pharyngeal,speech,but you were everything to me i was begging you please don't go <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-1__pharyngeal__speech__0001,EN-Alto-1,pharyngeal,speech,on a balcony in summer air see the lights see the party the ball gowns <SP>,ot do you need more either something else you are searching for
EN-Alto-1__pharyngeal__speech__0015,EN-Alto-1,pharyngeal,speech,my faith in you was fading <SP> when i met you on the outskirts of town,ioll always rememberers this way
EN-Alto-1__pharyngeal__speech__0000,EN-Alto-1,pharyngeal,speech,<SP> we were both young when i first saw you i close my eyes and the flashback starts <SP> i'm standing there,tell me something gir are you happy in this modern world
EN-Alto-1__pharyngeal__speech__0013,EN-Alto-1,pharyngeal,speech,make it out of this mess <SP> it's a love story baby just say yes <SP>,i always rememberers this way
EN-Alto-1__pharyngeal__speech__0016,EN-Alto-1,pharyngeal,speech,and i said <SP> romeo save me i've been feeling so alone <SP> i keep waiting,and i said romeo save me i've been filling so long i keep waiting
EN-Alto-1__pharyngeal__speech__0003,EN-Alto-1,pharyngeal,speech,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <SP>,in the bad times i fear myself tell me something boy
EN-Alto-1__pharyngeal__speech__0006,EN-Alto-1,pharyngeal,speech,waiting all there's left to do is run <SP> you'll be the prince and i'll be the princess it's a love story baby just say yes <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-1__pharyngeal__speech__0010,EN-Alto-1,pharyngeal,speech,away maybe if you take one more than i would know for sure there's nothing left to say <SP> tell me that you love me anyway <SP>,when the sun goes down in the bear on play i always
EN-Alto-1__pharyngeal__speech__0002,EN-Alto-1,pharyngeal,speech,nowhere to hide i don't know why but i know we can make it,unfolling in all the good harms i found myself loning for tange
EN-Alto-1__pharyngeal__speech__0007,EN-Alto-1,pharyngeal,speech,so you tell me that you love me yeah <SP> and tell me that i <SP> take your breathe,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-1__pharyngeal__speech__0005,EN-Alto-1,pharyngeal,speech,<SP> show me look what we found turn it around every day,and the hear keeping ne so hack o'er i'm falling
EN-Alto-1__pharyngeal__speech__0004,EN-Alto-1,pharyngeal,speech,away and <SP> maybe if you take one more then i would know for sure there's nothing left to say <SP> tell me that you love me anyway <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-1__pharyngeal__speech__0008,EN-Alto-1,pharyngeal,speech,away <SP> maybe if you take one more <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-1__pharyngeal__speech__0009,EN-Alto-1,pharyngeal,speech,<SP> so tell me that you love me yeah and tell me that i take your breathe,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-1__pharyngeal__speech__0001,EN-Alto-1,pharyngeal,speech,and what you feel inside is being shared with someone else <SP>,ot do you need more either something else you are searching for
EN-Alto-1__pharyngeal__speech__0000,EN-Alto-1,pharyngeal,speech,<SP> waking up beside yourself,tell me something gir are you happy in this modern world
EN-Alto-1__pharyngeal__speech__0003,EN-Alto-1,pharyngeal,speech,as long as you say it <SP> so tell me that you love me yeah <SP> and tell me that i take your breathe,in the bad times i fear myself tell me something boy
EN-Alto-1__pharyngeal__speech__0006,EN-Alto-1,pharyngeal,speech,i can hear what you say <SP> now i know why know we can make it <SP>,in all the good harms i found myself loning for change and in the bad hams i fear myself
EN-Alto-1__pharyngeal__speech__0010,EN-Alto-1,pharyngeal,speech,<SP> na na na na na na na na na na na na na na na na na na na na na na na na na na <SP> i'm no beauty queen i'm just beautiful me <SP> na na na na na na <SP> na na na na na na <SP>,when the sun goes down in the bear on play i always
EN-Alto-1__pharyngeal__speech__0002,EN-Alto-1,pharyngeal,speech,you'd like to change about yourself <SP> but when it comes to me <SP> i wouldn't wanna <SP> be anybody else <SP>,unfalling in all the good harms i found myself loning for tange
EN-Alto-1__pharyngeal__speech__0014,EN-Alto-1,pharyngeal,speech,who says you're not pretty <SP> who says you're not beautiful <SP> who says <SP>,in the sallow we are far from the sallo nar
EN-Alto-1__pharyngeal__speech__0011,EN-Alto-1,pharyngeal,speech,na na na na na na na na <SP> na na na na na na <SP> you've got every right <SP> to a beautiful life,remember us this way way
EN-Alto-1__pharyngeal__speech__0007,EN-Alto-1,pharyngeal,speech,<SP> it's such a funny thing how nothing's funny when it's you <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Alto-1__pharyngeal__speech__0005,EN-Alto-1,pharyngeal,speech,<SP> who says <SP> who says you're not perfect <SP> who says you're not worth it <SP> who says you're the only one that's hurting <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-1__pharyngeal__speech__0004,EN-Alto-1,pharyngeal,speech,na na <SP> na na na na na na <SP> na na na na na na <SP> you've got every right <SP> to a beautiful life <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-1__pharyngeal__speech__0012,EN-Alto-1,pharyngeal,speech,<SP> who says <SP> who says you're not perfect <SP> who says you're not worth it <SP>,when you look at me and the howar face
EN-Alto-1__pharyngeal__speech__0008,EN-Alto-1,pharyngeal,speech,you tell them what you mean <SP> but they keep whiting out the truth <SP> it's like the work of art <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-1__pharyngeal__speech__0009,EN-Alto-1,pharyngeal,speech,that never gets to see the light <SP> keep you beneath the stars <SP> won't let you touch the sky <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-1__pharyngeal__speech__0001,EN-Alto-1,pharyngeal,speech,told me i wasn't good enough <SP> but who are you to judge <SP> when you're a diamond in the rough <SP> i'm sure you got some things <SP>,ot do you need more either something else you are searching for
EN-Alto-1__pharyngeal__speech__0000,EN-Alto-1,pharyngeal,speech,<SP> you made me insecure,tell me something gir are you happy in this modern world
EN-Alto-1__pharyngeal__speech__0013,EN-Alto-1,pharyngeal,speech,who says you're the only one that's hurting <SP> trust me <SP> that's the price of beauty <SP>,i always rememberers this way
EN-Alto-1__pharyngeal__speech__0003,EN-Alto-1,pharyngeal,speech,na na na na na na na na na na na na na na na na na na na na na na na na na na <SP> i'm not beauty queen i'm just beautiful me <SP> na na na na na na na na na na na na,in the bad times i fear myself tell me something boy
EN-Alto-1__pharyngeal__speech__0006,EN-Alto-1,pharyngeal,speech,trust me <SP> that's the price of beauty <SP> who says you're not pretty <SP> who says you're not beautiful <SP> who says <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-1__pharyngeal__speech__0010,EN-Alto-1,pharyngeal,speech,<SP> certain as the sun rising in the east <SP>,when the sun goes down in the bear on play i always
EN-Alto-1__pharyngeal__speech__0002,EN-Alto-1,pharyngeal,speech,then somebody bends <SP> unexpectedly <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-1__pharyngeal__speech__0011,EN-Alto-1,pharyngeal,speech,tale as old as time song as old as rhyme <SP> beauty the beast <SP>,remember us this way way
EN-Alto-1__pharyngeal__speech__0007,EN-Alto-1,pharyngeal,speech,<SP> tale as old as time,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-1__pharyngeal__speech__0005,EN-Alto-1,pharyngeal,speech,<SP> ever just the same <SP> ever a surprise <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-1__pharyngeal__speech__0004,EN-Alto-1,pharyngeal,speech,both a little scared <SP> neither one prepared <SP> beauty and the beast <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-1__pharyngeal__speech__0012,EN-Alto-1,pharyngeal,speech,tale as old as time <SP> song as old as rhyme <SP>,when you look at me and the howar face
EN-Alto-1__pharyngeal__speech__0008,EN-Alto-1,pharyngeal,speech,tune as old as song <SP> bitter sweet and strange <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-1__pharyngeal__speech__0009,EN-Alto-1,pharyngeal,speech,finding you can change <SP> learning you were wrong <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-1__pharyngeal__speech__0001,EN-Alto-1,pharyngeal,speech,true as it can be <SP> barely even friends <SP>,ot do you need more either something else you are searching for
EN-Alto-1__pharyngeal__speech__0000,EN-Alto-1,pharyngeal,speech,<SP> tale as old as time <SP>,tell me something gir are you happy in this modern world
EN-Alto-1__pharyngeal__speech__0013,EN-Alto-1,pharyngeal,speech,beauty and the beast <SP>,i always rememberers this way
EN-Alto-1__pharyngeal__speech__0003,EN-Alto-1,pharyngeal,speech,<SP> just a little change small to say the least <SP>,in the bad times i fear myself tell me something boy
EN-Alto-1__pharyngeal__speech__0006,EN-Alto-1,pharyngeal,speech,ever as before <SP> ever just as sure <SP> as the sun will rise <SP>,in all the good himes i found myself loning for change and in the bad himes i fear myself
EN-Alto-1__pharyngeal__speech__0010,EN-Alto-1,pharyngeal,speech,<SP> if only i had a little bit more time <SP>,when the sun goes down in the bear won play i always
EN-Alto-1__pharyngeal__speech__0017,EN-Alto-1,pharyngeal,speech,dear <SP> it won't be long now <SP> it won't be long <SP> now <SP>,for you but you never come is this in my head i don't know what to think he knelt to the ground and pulled out the rein and said
EN-Alto-1__pharyngeal__speech__0002,EN-Alto-1,pharyngeal,speech,holding a rope and we'll go up up up but i'll fly a little higher,unfalling in all the good harms i found myself loning for tange
EN-Alto-1__pharyngeal__speech__0014,EN-Alto-1,pharyngeal,speech,i'll <SP> see you again <SP> we'll float up in the clouds and we'll <SP> never,in the sallow weare far from the sallo nar
EN-Alto-1__pharyngeal__speech__0011,EN-Alto-1,pharyngeal,speech,if only i had a little bit more time <SP>,remember us this way way
EN-Alto-1__pharyngeal__speech__0007,EN-Alto-1,pharyngeal,speech,up <SP> and everything will be just fine and we'll go up up up <SP> but i'll fly a little higher <SP>,don't you let it go i'm wonder strack dancin round e all alone
EN-Alto-1__pharyngeal__speech__0005,EN-Alto-1,pharyngeal,speech,on land well i'll never get my chance be ready to live <SP> and it'll be ripped <SP> right out of my hands <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-1__pharyngeal__speech__0004,EN-Alto-1,pharyngeal,speech,dear it won't be long now it won't be <SP> long now when we get back,un to tired tryin a fiel tha wod or doin me more
EN-Alto-1__pharyngeal__speech__0012,EN-Alto-1,pharyngeal,speech,with you we could go up up up and take that little ride,when you look at me and the howar face
EN-Alto-1__pharyngeal__speech__0008,EN-Alto-1,pharyngeal,speech,go up in the clouds because the view's a little nicer <SP> up here my,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-1__pharyngeal__speech__0009,EN-Alto-1,pharyngeal,speech,dear <SP> it won't be long now <SP> it won't be long now,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-1__pharyngeal__speech__0001,EN-Alto-1,pharyngeal,speech,and i needed a way to climb and grab a hold of the edge you <SP> were sitting there,ot do you need more either something else you are searching for
EN-Alto-1__pharyngeal__speech__0015,EN-Alto-1,pharyngeal,speech,see the end we'll go up up <SP> up <SP> but i'll fly a little higher <SP>,ioll always rememberers this way
EN-Alto-1__pharyngeal__speech__0000,EN-Alto-1,pharyngeal,speech,<SP> i fell down down down in this dark and lonely hole there was no one there to <SP> care about me anymore,tell me something gir are you happy in this modern world
EN-Alto-1__pharyngeal__speech__0013,EN-Alto-1,pharyngeal,speech,we'll sit there holding hands <SP> and everything will be just <SP> right and maybe someday,i always rememberers this way
EN-Alto-1__pharyngeal__speech__0016,EN-Alto-1,pharyngeal,speech,go up in the clouds because the view's a little nicer <SP> up here my,and i said romeo save me i've been filling so long i keep waiting
EN-Alto-1__pharyngeal__speech__0003,EN-Alto-1,pharyngeal,speech,go up in the clouds because the view's a little nicer up here my,in the bad times i fear myself tell me something boy
EN-Alto-1__pharyngeal__speech__0006,EN-Alto-1,pharyngeal,speech,and maybe someday we'll take a little ride we'll go up up <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-1__pharyngeal__speech__0010,EN-Alto-1,pharyngeal,speech,<SP> why can't you see that the clouds are in your head <SP> i would stay there <SP> there <SP>,when the sun goes down in the bear on play i always
EN-Alto-1__pharyngeal__speech__0002,EN-Alto-1,pharyngeal,speech,<SP> in the dark we <SP> we we stand apart <SP> we <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-1__pharyngeal__speech__0011,EN-Alto-1,pharyngeal,speech,there's no need to fear <SP> fear <SP> and when you need to talk it out with someone you can trust <SP> what you see,remember us this way way
EN-Alto-1__pharyngeal__speech__0007,EN-Alto-1,pharyngeal,speech,i'll be your lighthouse i'll make it okay <SP> when i see your monsters,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-1__pharyngeal__speech__0005,EN-Alto-1,pharyngeal,speech,are the bad bad bad memories take your time <SP> and you'll find me,and the hear keeping ne so hack o'er i'm falling
EN-Alto-1__pharyngeal__speech__0004,EN-Alto-1,pharyngeal,speech,you just want to hide <SP> hide <SP> hide <SP> never show your smile smile <SP> stand alone when you need someone <SP> it's the hardest thing of all <SP> that you see,un to tired tryin a fiel tha wod or doin me more
EN-Alto-1__pharyngeal__speech__0012,EN-Alto-1,pharyngeal,speech,are the bad <SP> bad <SP> bad memories take your time <SP> and you'll find me <SP>,when you look at me and the howar face
EN-Alto-1__pharyngeal__speech__0008,EN-Alto-1,pharyngeal,speech,i'll stand there so brave <SP> and chase them all away <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-1__pharyngeal__speech__0009,EN-Alto-1,pharyngeal,speech,<SP> i could see the sky sky sky beautiful tonight <SP> night <SP> when you breathe,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-1__pharyngeal__speech__0001,EN-Alto-1,pharyngeal,speech,i'll be your lighthouse i'll make it okay <SP> when i see your monsters <SP> i'll stand there so brave and chase them all away <SP>,ot do you need more either something else you are searching for
EN-Alto-1__pharyngeal__speech__0000,EN-Alto-1,pharyngeal,speech,<SP> i see your monsters i see your pain <SP> tell me your problems i'll chase them away <SP>,tell me something gir are you happy in this modern world
EN-Alto-1__pharyngeal__speech__0003,EN-Alto-1,pharyngeal,speech,we never see that the things we need are staring right at us <SP>,in the bad times i fear myself tell me something boy
EN-Alto-1__pharyngeal__speech__0006,EN-Alto-1,pharyngeal,speech,<SP> i see your monsters <SP> i see your pain <SP> tell me your problems i'll chase them away <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-1__breathy__speech__0002,EN-Alto-1,breathy,speech,couldn't keep it in heaven knows i tried <SP> don't let them in,unfolling in all the good harms i found myself loning for tange
EN-Alto-1__breathy__speech__0005,EN-Alto-1,breathy,speech,let it go <SP> let it go <SP> can't hurt back any more <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-1__breathy__speech__0004,EN-Alto-1,breathy,speech,don't let them know <SP> well now they know <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-1__breathy__speech__0001,EN-Alto-1,breathy,speech,a kingdom of isolation <SP> and it looks like i'm the queen <SP> the wind is howling like swirling storm inside <SP>,ot do you need more either something else you are searching for
EN-Alto-1__breathy__speech__0000,EN-Alto-1,breathy,speech,<SP> the snow glows white on mountain tonight <SP> not a footprint to be seen <SP>,tell me something gir are you happy in this modern world
EN-Alto-1__breathy__speech__0003,EN-Alto-1,breathy,speech,don't let them see <SP> be the good girl you always have to be <SP> conceal don't feel,in the bad times i fear myself tell me something boy
EN-Alto-1__breathy__speech__0006,EN-Alto-1,breathy,speech,let it go <SP> let it go <SP> turn away and slam the door <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-1__breathy__speech__0002,EN-Alto-1,breathy,speech,it's true that visions are seldom all they seem <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-1__breathy__speech__0001,EN-Alto-1,breathy,speech,i know you that look in your eyes is so familiar a gleam <SP> and i know,or do you need more either something else you are searching for
EN-Alto-1__breathy__speech__0000,EN-Alto-1,breathy,speech,<SP> i know you i walked with you once upon a dream <SP>,tell me something girl are you happy in this modern world
EN-Alto-1__breathy__speech__0003,EN-Alto-1,breathy,speech,but if i know you <SP> i know what you'll do <SP> you'll love me at once the way you did once upon a dream <SP>,in the bad times i fear myself tell me something boy
EN-Alto-1__breathy__speech__0002,EN-Alto-1,breathy,speech,red brick alleyways <SP> winding like a maze <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-1__breathy__speech__0005,EN-Alto-1,breathy,speech,wandering in a haze <SP> soundtrack turned up all the way <SP> a smile to end the day <SP>,and the hear keeping ne so hock oer i'm falling
EN-Alto-1__breathy__speech__0004,EN-Alto-1,breathy,speech,away <SP> played this song for days,un to tire to tryin a feel tho wod or doin me more
EN-Alto-1__breathy__speech__0001,EN-Alto-1,breathy,speech,a turntable corner cafe <SP> as evening fades to gray <SP>,or do you need more either something else you are searching for
EN-Alto-1__breathy__speech__0000,EN-Alto-1,breathy,speech,<SP> sunset fades away <SP> street lights start to blaze <SP>,tell me something gir are you happy in this modern word
EN-Alto-1__breathy__speech__0003,EN-Alto-1,breathy,speech,these memories rewind <SP> replay <SP> and i am far,in the bad times i fear myself tell me something boy
EN-Alto-1__breathy__speech__0010,EN-Alto-1,breathy,speech,that never gets to see the light <SP> keep you beneath the stars <SP> won't let you touch the sky <SP>,when the sun goes down in the bear won play i always
EN-Alto-1__breathy__speech__0017,EN-Alto-1,breathy,speech,listen to me <SP> who says you don't pass the test <SP> who says you can't be the best <SP> who said <SP> who said <SP> would you tell me who said that <SP>,for you but you never come is this in my head i don't know what to think he knelt to the ground and pulled out the rein and said
EN-Alto-1__breathy__speech__0002,EN-Alto-1,breathy,speech,you'd like to change about yourself <SP> but when it comes to me <SP> i wouldn't wanna <SP> be anybody else <SP>,unfalling in all the good harms i found myself loning for tange
EN-Alto-1__breathy__speech__0014,EN-Alto-1,breathy,speech,who says you're the only one that's hurting <SP> trust me <SP> that's the price of beauty <SP>,in the sallow weare far from the sallo nar
